ingredient_id,compound_id,concentration,source
fig,637775,0.5,flavordb
fig,8452,0.5,flavordb
fig,6986,0.5,flavordb
fig,65064,0.5,flavordb
fig,12180,0.5,flavordb
fig,107905,0.5,flavordb
fig,8051,0.5,flavordb
fig,18827,0.5,flavordb
fig,6054,0.5,flavordb
fig,5281553,0.5,flavordb
fig,439263,0.5,flavordb
fig,1110,0.5,flavordb
fig,10795,0.5,flavordb
fig,5284639,0.5,flavordb
fig,31289,0.5,flavordb
fig,179,0.5,flavordb
fig,5280443,0.5,flavordb
fig,1549778,0.5,flavordb
fig,998,0.5,flavordb
fig,5318042,0.5,flavordb
fig,4114,0.5,flavordb
fig,379,0.5,flavordb
fig,1549018,0.5,flavordb
fig,1130,0.5,flavordb
fig,107,0.5,flavordb
fig,31260,0.5,flavordb
fig,527,0.5,flavordb
fig,1550846,0.5,flavordb
fig,10393,0.5,flavordb
fig,1713001,0.5,flavordb
fig,7847,0.5,flavordb
fig,441005,0.5,flavordb
fig,798,0.5,flavordb
fig,6050,0.5,flavordb
fig,13144,0.5,flavordb
fig,10882,0.5,flavordb
fig,31276,0.5,flavordb
fig,650,0.5,flavordb
fig,332,0.5,flavordb
fig,638278,0.5,flavordb
fig,7749,0.5,flavordb
fig,444539,0.5,flavordb
fig,5280598,0.5,flavordb
fig,8768,0.5,flavordb
fig,11552,0.5,flavordb
fig,445070,0.5,flavordb
fig,107971,0.5,flavordb
fig,12209,0.5,flavordb
fig,7284,0.5,flavordb
fig,10448,0.5,flavordb
fig,638011,0.5,flavordb
fig,6560,0.5,flavordb
fig,985,0.5,flavordb
fig,6584,0.5,flavordb
fig,5367719,0.5,flavordb
fig,72,0.5,flavordb
fig,89594,0.5,flavordb
fig,24020,0.5,flavordb
fig,5315912,0.5,flavordb
fig,5280863,0.5,flavordb
fig,8093,0.5,flavordb
fig,8103,0.5,flavordb
fig,8129,0.5,flavordb
fig,22311,0.5,flavordb
fig,7590,0.5,flavordb
fig,644104,0.5,flavordb
fig,8914,0.5,flavordb
fig,439533,0.5,flavordb
fig,6251,0.5,flavordb
fig,802,0.5,flavordb
fig,5280804,0.5,flavordb
fig,8294,0.5,flavordb
fig,79803,0.5,flavordb
fig,26447,0.5,flavordb
fig,7762,0.5,flavordb
fig,1549026,0.5,flavordb
fig,5363388,0.5,flavordb
fig,7858,0.5,flavordb
fig,9064,0.5,flavordb
fig,9895,0.5,flavordb
fig,8038,0.5,flavordb
fig,5281167,0.5,flavordb
fig,439246,0.5,flavordb
fig,6561,0.5,flavordb
fig,7463,0.5,flavordb
fig,9862,0.5,flavordb
fig,5352876,0.5,flavordb
fig,5280343,0.5,flavordb
fig,18635,0.5,flavordb
fig,454,0.5,flavordb
fig,6202,0.5,flavordb
fig,768,0.5,flavordb
fig,2345,0.5,flavordb
fig,4133,0.5,flavordb
fig,5284503,0.5,flavordb
fig,8857,0.5,flavordb
fig,7342,0.5,flavordb
fig,5365811,0.5,flavordb
fig,643779,0.5,flavordb
fig,65084,0.5,flavordb
fig,8785,0.5,flavordb
fig,61020,0.5,flavordb
fig,5283321,0.5,flavordb
fig,7288,0.5,flavordb
fig,19602,0.5,flavordb
fig,11514,0.5,flavordb
fig,31253,0.5,flavordb
fig,8130,0.5,flavordb
fig,6654,0.5,flavordb
fig,180,0.5,flavordb
fig,6569,0.5,flavordb
fig,5317319,0.5,flavordb
fig,61503,0.5,flavordb
fig,126,0.5,flavordb
fig,5280445,0.5,flavordb
fig,637542,0.5,flavordb
fig,6549,0.5,flavordb
grape,7583,0.5,flavordb
grape,6436017,0.5,flavordb
grape,7795,0.5,flavordb
grape,22873,0.5,flavordb
grape,323,0.5,flavordb
grape,16617,0.5,flavordb
grape,107971,0.5,flavordb
grape,12209,0.5,flavordb
grape,16832,0.5,flavordb
grape,7284,0.5,flavordb
grape,7501,0.5,flavordb
grape,10448,0.5,flavordb
grape,7150,0.5,flavordb
grape,638011,0.5,flavordb
grape,6560,0.5,flavordb
grape,8468,0.5,flavordb
grape,6877,0.5,flavordb
grape,7002,0.5,flavordb
grape,985,0.5,flavordb
grape,11509,0.5,flavordb
grape,637566,0.5,flavordb
grape,6590,0.5,flavordb
grape,61177,0.5,flavordb
grape,11527,0.5,flavordb
grape,17525,0.5,flavordb
grape,439341,0.5,flavordb
grape,6584,0.5,flavordb
grape,13187,0.5,flavordb
grape,33931,0.5,flavordb
grape,6072,0.5,flavordb
grape,5367719,0.5,flavordb
grape,5363817,0.5,flavordb
grape,72,0.5,flavordb
grape,89594,0.5,flavordb
grape,61275,0.5,flavordb
grape,5281516,0.5,flavordb
grape,72277,0.5,flavordb
grape,5280863,0.5,flavordb
grape,7409,0.5,flavordb
grape,7997,0.5,flavordb
grape,878,0.5,flavordb
grape,8093,0.5,flavordb
grape,8103,0.5,flavordb
grape,5370101,0.5,flavordb
grape,5281708,0.5,flavordb
grape,240,0.5,flavordb
grape,22311,0.5,flavordb
grape,244,0.5,flavordb
grape,61665,0.5,flavordb
grape,5364231,0.5,flavordb
grape,10430,0.5,flavordb
grape,441484,0.5,flavordb
grape,6915,0.5,flavordb
grape,61325,0.5,flavordb
grape,249494,0.5,flavordb
grape,1889,0.5,flavordb
grape,644104,0.5,flavordb
grape,8914,0.5,flavordb
grape,439533,0.5,flavordb
grape,10976,0.5,flavordb
grape,7852,0.5,flavordb
grape,17100,0.5,flavordb
grape,7895,0.5,flavordb
grape,6251,0.5,flavordb
grape,5370052,0.5,flavordb
grape,802,0.5,flavordb
grape,8842,0.5,flavordb
grape,5352438,0.5,flavordb
grape,32594,0.5,flavordb
grape,5280804,0.5,flavordb
grape,5281162,0.5,flavordb
grape,61293,0.5,flavordb
grape,4788,0.5,flavordb
grape,875,0.5,flavordb
grape,8048,0.5,flavordb
grape,61386,0.5,flavordb
grape,8635,0.5,flavordb
grape,79803,0.5,flavordb
grape,12327,0.5,flavordb
grape,26447,0.5,flavordb
grape,7762,0.5,flavordb
grape,5372954,0.5,flavordb
grape,445154,0.5,flavordb
grape,7915,0.5,flavordb
grape,102611,0.5,flavordb
grape,8122,0.5,flavordb
grape,1549026,0.5,flavordb
grape,6184,0.5,flavordb
grape,5366074,0.5,flavordb
grape,11128,0.5,flavordb
grape,8723,0.5,flavordb
grape,957,0.5,flavordb
grape,5363388,0.5,flavordb
grape,8094,0.5,flavordb
grape,338,0.5,flavordb
grape,5319706,0.5,flavordb
grape,11005,0.5,flavordb
grape,24838,0.5,flavordb
grape,1183,0.5,flavordb
grape,6440397,0.5,flavordb
grape,5280511,0.5,flavordb
grape,8139,0.5,flavordb
grape,5315892,0.5,flavordb
grape,996,0.5,flavordb
grape,15394,0.5,flavordb
grape,7858,0.5,flavordb
grape,1001,0.5,flavordb
grape,7643,0.5,flavordb
grape,18467,0.5,flavordb
grape,429065,0.5,flavordb
grape,9064,0.5,flavordb
grape,784,0.5,flavordb
grape,8091,0.5,flavordb
grape,31268,0.5,flavordb
grape,7462,0.5,flavordb
grape,5283329,0.5,flavordb
grape,638014,0.5,flavordb
grape,853433,0.5,flavordb
grape,8038,0.5,flavordb
grape,7797,0.5,flavordb
grape,442501,0.5,flavordb
grape,247,0.5,flavordb
grape,8655,0.5,flavordb
grape,7654,0.5,flavordb
grape,7803,0.5,flavordb
grape,6998,0.5,flavordb
grape,10895,0.5,flavordb
grape,16255,0.5,flavordb
grape,999,0.5,flavordb
grape,7894,0.5,flavordb
grape,6561,0.5,flavordb
grape,439246,0.5,flavordb
grape,62465,0.5,flavordb
grape,31284,0.5,flavordb
grape,643941,0.5,flavordb
grape,637511,0.5,flavordb
grape,72276,0.5,flavordb
grape,31283,0.5,flavordb
grape,7658,0.5,flavordb
grape,22386,0.5,flavordb
grape,7043,0.5,flavordb
grape,8063,0.5,flavordb
grape,637775,0.5,flavordb
grape,9862,0.5,flavordb
grape,7775,0.5,flavordb
grape,7909,0.5,flavordb
grape,8452,0.5,flavordb
grape,8180,0.5,flavordb
grape,12278,0.5,flavordb
grape,6986,0.5,flavordb
grape,65064,0.5,flavordb
grape,12180,0.5,flavordb
grape,7351,0.5,flavordb
grape,107905,0.5,flavordb
grape,8051,0.5,flavordb
grape,5280343,0.5,flavordb
grape,18827,0.5,flavordb
grape,18635,0.5,flavordb
grape,6054,0.5,flavordb
grape,16872,0.5,flavordb
grape,439263,0.5,flavordb
grape,1110,0.5,flavordb
grape,454,0.5,flavordb
grape,5284639,0.5,flavordb
grape,6202,0.5,flavordb
grape,31289,0.5,flavordb
grape,5280462,0.5,flavordb
grape,342,0.5,flavordb
grape,7410,0.5,flavordb
grape,11559,0.5,flavordb
grape,5280443,0.5,flavordb
grape,998,0.5,flavordb
grape,5373729,0.5,flavordb
grape,768,0.5,flavordb
grape,2345,0.5,flavordb
grape,5318042,0.5,flavordb
grape,61953,0.5,flavordb
grape,6874,0.5,flavordb
grape,61151,0.5,flavordb
grape,4133,0.5,flavordb
grape,3893,0.5,flavordb
grape,379,0.5,flavordb
grape,5284503,0.5,flavordb
grape,12097,0.5,flavordb
grape,1130,0.5,flavordb
grape,445639,0.5,flavordb
grape,31260,0.5,flavordb
grape,5318599,0.5,flavordb
grape,31278,0.5,flavordb
grape,11173,0.5,flavordb
grape,7342,0.5,flavordb
grape,107,0.5,flavordb
grape,8857,0.5,flavordb
grape,527,0.5,flavordb
grape,5365811,0.5,flavordb
grape,31251,0.5,flavordb
grape,569214,0.5,flavordb
grape,643779,0.5,flavordb
grape,8908,0.5,flavordb
grape,19309,0.5,flavordb
grape,519786,0.5,flavordb
grape,522514,0.5,flavordb
grape,2969,0.5,flavordb
grape,65084,0.5,flavordb
grape,5364778,0.5,flavordb
grape,7362,0.5,flavordb
grape,8021,0.5,flavordb
grape,61020,0.5,flavordb
grape,7288,0.5,flavordb
grape,1031,0.5,flavordb
grape,10393,0.5,flavordb
grape,446925,0.5,flavordb
grape,7344,0.5,flavordb
grape,612,0.5,flavordb
grape,19602,0.5,flavordb
grape,7847,0.5,flavordb
grape,441005,0.5,flavordb
grape,61135,0.5,flavordb
grape,221691,0.5,flavordb
grape,798,0.5,flavordb
grape,7824,0.5,flavordb
grape,6050,0.5,flavordb
grape,8130,0.5,flavordb
grape,7711,0.5,flavordb
grape,180,0.5,flavordb
grape,13144,0.5,flavordb
grape,31276,0.5,flavordb
grape,8918,0.5,flavordb
grape,6569,0.5,flavordb
grape,522214,0.5,flavordb
grape,650,0.5,flavordb
grape,332,0.5,flavordb
grape,61503,0.5,flavordb
grape,638278,0.5,flavordb
grape,126,0.5,flavordb
grape,15406,0.5,flavordb
grape,444539,0.5,flavordb
grape,61814,0.5,flavordb
grape,5280598,0.5,flavordb
grape,5280445,0.5,flavordb
grape,326,0.5,flavordb
grape,5319754,0.5,flavordb
grape,5363526,0.5,flavordb
grape,7991,0.5,flavordb
grape,11732,0.5,flavordb
grape,8314,0.5,flavordb
grape,1549025,0.5,flavordb
grape,6450832,0.5,flavordb
grape,5283316,0.5,flavordb
grape,8768,0.5,flavordb
grape,637542,0.5,flavordb
grape,6341,0.5,flavordb
grape,12257,0.5,flavordb
grape,14228,0.5,flavordb
grape,6549,0.5,flavordb
grape,8158,0.5,flavordb
grape,643820,0.5,flavordb
grape,6558,0.5,flavordb
grape,11552,0.5,flavordb
grape,5366264,0.5,flavordb
grape,445070,0.5,flavordb
guava,7795,0.5,flavordb
guava,5352543,0.5,flavordb
guava,22873,0.5,flavordb
guava,10558,0.5,flavordb
guava,323,0.5,flavordb
guava,107971,0.5,flavordb
guava,7501,0.5,flavordb
guava,5283349,0.5,flavordb
guava,7284,0.5,flavordb
guava,7150,0.5,flavordb
guava,10448,0.5,flavordb
guava,6508206,0.5,flavordb
guava,7799,0.5,flavordb
guava,6560,0.5,flavordb
guava,8468,0.5,flavordb
guava,643731,0.5,flavordb
guava,638011,0.5,flavordb
guava,11509,0.5,flavordb
guava,985,0.5,flavordb
guava,62572,0.5,flavordb
guava,6428458,0.5,flavordb
guava,637566,0.5,flavordb
guava,6590,0.5,flavordb
guava,17525,0.5,flavordb
guava,403919,0.5,flavordb
guava,439341,0.5,flavordb
guava,6584,0.5,flavordb
guava,13187,0.5,flavordb
guava,7714,0.5,flavordb
guava,33931,0.5,flavordb
guava,6072,0.5,flavordb
guava,16821,0.5,flavordb
guava,5367719,0.5,flavordb
guava,5366352,0.5,flavordb
guava,11463,0.5,flavordb
guava,72,0.5,flavordb
guava,89594,0.5,flavordb
guava,6616,0.5,flavordb
guava,12587,0.5,flavordb
guava,5281516,0.5,flavordb
guava,5315912,0.5,flavordb
guava,5280863,0.5,flavordb
guava,25310,0.5,flavordb
guava,7997,0.5,flavordb
guava,878,0.5,flavordb
guava,8103,0.5,flavordb
guava,5281708,0.5,flavordb
guava,240,0.5,flavordb
guava,22311,0.5,flavordb
guava,244,0.5,flavordb
guava,8748,0.5,flavordb
guava,7590,0.5,flavordb
guava,11902,0.5,flavordb
guava,10430,0.5,flavordb
guava,7976,0.5,flavordb
guava,441484,0.5,flavordb
guava,6915,0.5,flavordb
guava,1889,0.5,flavordb
guava,4564493,0.5,flavordb
guava,644104,0.5,flavordb
guava,8914,0.5,flavordb
guava,439533,0.5,flavordb
guava,643139,0.5,flavordb
guava,17100,0.5,flavordb
guava,7895,0.5,flavordb
guava,6251,0.5,flavordb
guava,8842,0.5,flavordb
guava,802,0.5,flavordb
guava,1140,0.5,flavordb
guava,5352438,0.5,flavordb
guava,31265,0.5,flavordb
guava,5280804,0.5,flavordb
guava,4788,0.5,flavordb
guava,5320250,0.5,flavordb
guava,8048,0.5,flavordb
guava,79803,0.5,flavordb
guava,12813,0.5,flavordb
guava,8164,0.5,flavordb
guava,637520,0.5,flavordb
guava,26447,0.5,flavordb
guava,5281515,0.5,flavordb
guava,7762,0.5,flavordb
guava,5352463,0.5,flavordb
guava,6184,0.5,flavordb
guava,8122,0.5,flavordb
guava,1549026,0.5,flavordb
guava,11128,0.5,flavordb
guava,8723,0.5,flavordb
guava,957,0.5,flavordb
guava,12756,0.5,flavordb
guava,5363388,0.5,flavordb
guava,8094,0.5,flavordb
guava,338,0.5,flavordb
guava,11005,0.5,flavordb
guava,2733294,0.5,flavordb
guava,1183,0.5,flavordb
guava,7151,0.5,flavordb
guava,12232,0.5,flavordb
guava,30914,0.5,flavordb
guava,62424,0.5,flavordb
guava,5280511,0.5,flavordb
guava,14896,0.5,flavordb
guava,5315892,0.5,flavordb
guava,26808,0.5,flavordb
guava,996,0.5,flavordb
guava,15394,0.5,flavordb
guava,7858,0.5,flavordb
guava,429065,0.5,flavordb
guava,5284507,0.5,flavordb
guava,784,0.5,flavordb
guava,15094,0.5,flavordb
guava,8892,0.5,flavordb
guava,7462,0.5,flavordb
guava,638014,0.5,flavordb
guava,853433,0.5,flavordb
guava,8038,0.5,flavordb
guava,442501,0.5,flavordb
guava,7476,0.5,flavordb
guava,247,0.5,flavordb
guava,16666,0.5,flavordb
guava,8175,0.5,flavordb
guava,2758,0.5,flavordb
guava,7654,0.5,flavordb
guava,11251,0.5,flavordb
guava,11552,0.5,flavordb
guava,999,0.5,flavordb
guava,5352539,0.5,flavordb
guava,6561,0.5,flavordb
guava,439246,0.5,flavordb
guava,7800,0.5,flavordb
guava,643941,0.5,flavordb
guava,637511,0.5,flavordb
guava,111037,0.5,flavordb
guava,8500,0.5,flavordb
guava,31283,0.5,flavordb
guava,5281168,0.5,flavordb
guava,7463,0.5,flavordb
guava,22386,0.5,flavordb
guava,7043,0.5,flavordb
guava,8063,0.5,flavordb
guava,637775,0.5,flavordb
guava,5281,0.5,flavordb
guava,9862,0.5,flavordb
guava,8452,0.5,flavordb
guava,11124,0.5,flavordb
guava,8180,0.5,flavordb
guava,12278,0.5,flavordb
guava,18522,0.5,flavordb
guava,6986,0.5,flavordb
guava,12180,0.5,flavordb
guava,8051,0.5,flavordb
guava,5280343,0.5,flavordb
guava,18827,0.5,flavordb
guava,18635,0.5,flavordb
guava,6054,0.5,flavordb
guava,246728,0.5,flavordb
guava,5281553,0.5,flavordb
guava,5282707,0.5,flavordb
guava,439263,0.5,flavordb
guava,1110,0.5,flavordb
guava,454,0.5,flavordb
guava,5284639,0.5,flavordb
guava,6202,0.5,flavordb
guava,31289,0.5,flavordb
guava,19310,0.5,flavordb
guava,5280443,0.5,flavordb
guava,998,0.5,flavordb
guava,768,0.5,flavordb
guava,2345,0.5,flavordb
guava,7165,0.5,flavordb
guava,5318042,0.5,flavordb
guava,31272,0.5,flavordb
guava,12367,0.5,flavordb
guava,3893,0.5,flavordb
guava,519361,0.5,flavordb
guava,379,0.5,flavordb
guava,5284503,0.5,flavordb
guava,12097,0.5,flavordb
guava,1130,0.5,flavordb
guava,445639,0.5,flavordb
guava,107,0.5,flavordb
guava,31260,0.5,flavordb
guava,5318599,0.5,flavordb
guava,11173,0.5,flavordb
guava,8857,0.5,flavordb
guava,527,0.5,flavordb
guava,5365811,0.5,flavordb
guava,643779,0.5,flavordb
guava,8908,0.5,flavordb
guava,16441,0.5,flavordb
guava,19309,0.5,flavordb
guava,11126,0.5,flavordb
guava,2969,0.5,flavordb
guava,65084,0.5,flavordb
guava,7222,0.5,flavordb
guava,61052,0.5,flavordb
guava,196,0.5,flavordb
guava,5364778,0.5,flavordb
guava,7362,0.5,flavordb
guava,14505,0.5,flavordb
guava,8163,0.5,flavordb
guava,61020,0.5,flavordb
guava,31226,0.5,flavordb
guava,5283321,0.5,flavordb
guava,7288,0.5,flavordb
guava,10393,0.5,flavordb
guava,446925,0.5,flavordb
guava,612,0.5,flavordb
guava,19602,0.5,flavordb
guava,440917,0.5,flavordb
guava,441005,0.5,flavordb
guava,7847,0.5,flavordb
guava,5352973,0.5,flavordb
guava,89316,0.5,flavordb
guava,798,0.5,flavordb
guava,7824,0.5,flavordb
guava,6050,0.5,flavordb
guava,31253,0.5,flavordb
guava,5367706,0.5,flavordb
guava,8130,0.5,flavordb
guava,6654,0.5,flavordb
guava,356,0.5,flavordb
guava,10882,0.5,flavordb
guava,13144,0.5,flavordb
guava,180,0.5,flavordb
guava,31276,0.5,flavordb
guava,650,0.5,flavordb
guava,6569,0.5,flavordb
guava,5317319,0.5,flavordb
guava,31225,0.5,flavordb
guava,61503,0.5,flavordb
guava,638278,0.5,flavordb
guava,7749,0.5,flavordb
guava,126,0.5,flavordb
guava,263,0.5,flavordb
guava,444539,0.5,flavordb
guava,5280598,0.5,flavordb
guava,5280445,0.5,flavordb
guava,6213,0.5,flavordb
guava,5319754,0.5,flavordb
guava,7710,0.5,flavordb
guava,8314,0.5,flavordb
guava,8499,0.5,flavordb
guava,60979,0.5,flavordb
guava,637758,0.5,flavordb
guava,6086514,0.5,flavordb
guava,12305247,0.5,flavordb
guava,8768,0.5,flavordb
guava,5281654,0.5,flavordb
guava,77932,0.5,flavordb
guava,637542,0.5,flavordb
guava,5366844,0.5,flavordb
guava,12020,0.5,flavordb
guava,12366,0.5,flavordb
guava,6549,0.5,flavordb
guava,8158,0.5,flavordb
guava,31234,0.5,flavordb
guava,5362782,0.5,flavordb
guava,445070,0.5,flavordb
hogplum,22873,0.5,flavordb
hogplum,323,0.5,flavordb
hogplum,107971,0.5,flavordb
hogplum,7284,0.5,flavordb
hogplum,10448,0.5,flavordb
hogplum,7150,0.5,flavordb
hogplum,638011,0.5,flavordb
hogplum,11509,0.5,flavordb
hogplum,62572,0.5,flavordb
hogplum,637566,0.5,flavordb
hogplum,17525,0.5,flavordb
hogplum,439341,0.5,flavordb
hogplum,33931,0.5,flavordb
hogplum,6072,0.5,flavordb
hogplum,5367719,0.5,flavordb
hogplum,72,0.5,flavordb
hogplum,89594,0.5,flavordb
hogplum,5280863,0.5,flavordb
hogplum,878,0.5,flavordb
hogplum,5281708,0.5,flavordb
hogplum,240,0.5,flavordb
hogplum,244,0.5,flavordb
hogplum,441484,0.5,flavordb
hogplum,1889,0.5,flavordb
hogplum,644104,0.5,flavordb
hogplum,439533,0.5,flavordb
hogplum,6251,0.5,flavordb
hogplum,802,0.5,flavordb
hogplum,4788,0.5,flavordb
hogplum,61293,0.5,flavordb
hogplum,79803,0.5,flavordb
hogplum,26447,0.5,flavordb
hogplum,6184,0.5,flavordb
hogplum,1549026,0.5,flavordb
hogplum,11128,0.5,flavordb
hogplum,8723,0.5,flavordb
hogplum,5363388,0.5,flavordb
hogplum,338,0.5,flavordb
hogplum,1183,0.5,flavordb
hogplum,5280511,0.5,flavordb
hogplum,5315892,0.5,flavordb
hogplum,15394,0.5,flavordb
hogplum,7858,0.5,flavordb
hogplum,784,0.5,flavordb
hogplum,853433,0.5,flavordb
hogplum,247,0.5,flavordb
hogplum,7654,0.5,flavordb
hogplum,999,0.5,flavordb
hogplum,6561,0.5,flavordb
hogplum,439246,0.5,flavordb
hogplum,643941,0.5,flavordb
hogplum,637511,0.5,flavordb
hogplum,8063,0.5,flavordb
hogplum,637775,0.5,flavordb
hogplum,9862,0.5,flavordb
hogplum,8452,0.5,flavordb
hogplum,6986,0.5,flavordb
hogplum,7650,0.5,flavordb
hogplum,18635,0.5,flavordb
hogplum,6054,0.5,flavordb
hogplum,439263,0.5,flavordb
hogplum,1110,0.5,flavordb
hogplum,454,0.5,flavordb
hogplum,5284639,0.5,flavordb
hogplum,5280443,0.5,flavordb
hogplum,998,0.5,flavordb
hogplum,768,0.5,flavordb
hogplum,2345,0.5,flavordb
hogplum,5318042,0.5,flavordb
hogplum,4133,0.5,flavordb
hogplum,5284503,0.5,flavordb
hogplum,1130,0.5,flavordb
hogplum,107,0.5,flavordb
hogplum,8857,0.5,flavordb
hogplum,31260,0.5,flavordb
hogplum,527,0.5,flavordb
hogplum,5365811,0.5,flavordb
hogplum,643779,0.5,flavordb
hogplum,261,0.5,flavordb
hogplum,61020,0.5,flavordb
hogplum,7288,0.5,flavordb
hogplum,10393,0.5,flavordb
hogplum,7847,0.5,flavordb
hogplum,441005,0.5,flavordb
hogplum,5054,0.5,flavordb
hogplum,798,0.5,flavordb
hogplum,6050,0.5,flavordb
hogplum,8130,0.5,flavordb
hogplum,13144,0.5,flavordb
hogplum,180,0.5,flavordb
hogplum,6569,0.5,flavordb
hogplum,650,0.5,flavordb
hogplum,61503,0.5,flavordb
hogplum,638278,0.5,flavordb
hogplum,126,0.5,flavordb
hogplum,444539,0.5,flavordb
hogplum,5280598,0.5,flavordb
hogplum,5280445,0.5,flavordb
hogplum,8768,0.5,flavordb
hogplum,637542,0.5,flavordb
hogplum,11552,0.5,flavordb
hogplum,445070,0.5,flavordb
jackfruit,323,0.5,flavordb
jackfruit,107971,0.5,flavordb
jackfruit,7284,0.5,flavordb
jackfruit,10448,0.5,flavordb
jackfruit,7150,0.5,flavordb
jackfruit,638011,0.5,flavordb
jackfruit,11509,0.5,flavordb
jackfruit,637566,0.5,flavordb
jackfruit,439341,0.5,flavordb
jackfruit,13187,0.5,flavordb
jackfruit,33931,0.5,flavordb
jackfruit,6072,0.5,flavordb
jackfruit,5367719,0.5,flavordb
jackfruit,72,0.5,flavordb
jackfruit,89594,0.5,flavordb
jackfruit,5280863,0.5,flavordb
jackfruit,62445,0.5,flavordb
jackfruit,7997,0.5,flavordb
jackfruit,11176,0.5,flavordb
jackfruit,878,0.5,flavordb
jackfruit,5281708,0.5,flavordb
jackfruit,1049,0.5,flavordb
jackfruit,240,0.5,flavordb
jackfruit,244,0.5,flavordb
jackfruit,10430,0.5,flavordb
jackfruit,441484,0.5,flavordb
jackfruit,1889,0.5,flavordb
jackfruit,644104,0.5,flavordb
jackfruit,439533,0.5,flavordb
jackfruit,6251,0.5,flavordb
jackfruit,802,0.5,flavordb
jackfruit,4788,0.5,flavordb
jackfruit,79803,0.5,flavordb
jackfruit,26447,0.5,flavordb
jackfruit,6184,0.5,flavordb
jackfruit,1549026,0.5,flavordb
jackfruit,11128,0.5,flavordb
jackfruit,8723,0.5,flavordb
jackfruit,5363388,0.5,flavordb
jackfruit,8094,0.5,flavordb
jackfruit,338,0.5,flavordb
jackfruit,1183,0.5,flavordb
jackfruit,5280511,0.5,flavordb
jackfruit,5315892,0.5,flavordb
jackfruit,7770,0.5,flavordb
jackfruit,15394,0.5,flavordb
jackfruit,7858,0.5,flavordb
jackfruit,784,0.5,flavordb
jackfruit,853433,0.5,flavordb
jackfruit,247,0.5,flavordb
jackfruit,7654,0.5,flavordb
jackfruit,999,0.5,flavordb
jackfruit,6561,0.5,flavordb
jackfruit,439246,0.5,flavordb
jackfruit,643941,0.5,flavordb
jackfruit,637511,0.5,flavordb
jackfruit,637775,0.5,flavordb
jackfruit,9862,0.5,flavordb
jackfruit,8452,0.5,flavordb
jackfruit,6986,0.5,flavordb
jackfruit,18635,0.5,flavordb
jackfruit,6054,0.5,flavordb
jackfruit,439263,0.5,flavordb
jackfruit,1110,0.5,flavordb
jackfruit,454,0.5,flavordb
jackfruit,5284639,0.5,flavordb
jackfruit,5280443,0.5,flavordb
jackfruit,998,0.5,flavordb
jackfruit,768,0.5,flavordb
jackfruit,2345,0.5,flavordb
jackfruit,11160,0.5,flavordb
jackfruit,5318042,0.5,flavordb
jackfruit,5284503,0.5,flavordb
jackfruit,1130,0.5,flavordb
jackfruit,107,0.5,flavordb
jackfruit,8857,0.5,flavordb
jackfruit,31260,0.5,flavordb
jackfruit,527,0.5,flavordb
jackfruit,5365811,0.5,flavordb
jackfruit,643779,0.5,flavordb
jackfruit,519786,0.5,flavordb
jackfruit,61020,0.5,flavordb
jackfruit,7288,0.5,flavordb
jackfruit,1031,0.5,flavordb
jackfruit,10393,0.5,flavordb
jackfruit,7847,0.5,flavordb
jackfruit,441005,0.5,flavordb
jackfruit,11514,0.5,flavordb
jackfruit,798,0.5,flavordb
jackfruit,6050,0.5,flavordb
jackfruit,8130,0.5,flavordb
jackfruit,13144,0.5,flavordb
jackfruit,180,0.5,flavordb
jackfruit,6569,0.5,flavordb
jackfruit,650,0.5,flavordb
jackfruit,61503,0.5,flavordb
jackfruit,638278,0.5,flavordb
jackfruit,126,0.5,flavordb
jackfruit,444539,0.5,flavordb
jackfruit,5280598,0.5,flavordb
jackfruit,5280445,0.5,flavordb
jackfruit,8768,0.5,flavordb
jackfruit,65413,0.5,flavordb
jackfruit,637542,0.5,flavordb
jackfruit,1032,0.5,flavordb
jackfruit,11552,0.5,flavordb
jackfruit,445070,0.5,flavordb
kiwifruit,323,0.5,flavordb
kiwifruit,7150,0.5,flavordb
kiwifruit,11509,0.5,flavordb
kiwifruit,637566,0.5,flavordb
kiwifruit,78199,0.5,flavordb
kiwifruit,439341,0.5,flavordb
kiwifruit,33931,0.5,flavordb
kiwifruit,6072,0.5,flavordb
kiwifruit,72277,0.5,flavordb
kiwifruit,878,0.5,flavordb
kiwifruit,5281708,0.5,flavordb
kiwifruit,5283356,0.5,flavordb
kiwifruit,240,0.5,flavordb
kiwifruit,85522,0.5,flavordb
kiwifruit,1616260,0.5,flavordb
kiwifruit,244,0.5,flavordb
kiwifruit,11902,0.5,flavordb
kiwifruit,441484,0.5,flavordb
kiwifruit,61325,0.5,flavordb
kiwifruit,1889,0.5,flavordb
kiwifruit,5367412,0.5,flavordb
kiwifruit,31265,0.5,flavordb
kiwifruit,4788,0.5,flavordb
kiwifruit,61592,0.5,flavordb
kiwifruit,11039,0.5,flavordb
kiwifruit,6184,0.5,flavordb
kiwifruit,11128,0.5,flavordb
kiwifruit,8723,0.5,flavordb
kiwifruit,957,0.5,flavordb
kiwifruit,8094,0.5,flavordb
kiwifruit,338,0.5,flavordb
kiwifruit,1183,0.5,flavordb
kiwifruit,5282708,0.5,flavordb
kiwifruit,5280511,0.5,flavordb
kiwifruit,5362622,0.5,flavordb
kiwifruit,14896,0.5,flavordb
kiwifruit,5315892,0.5,flavordb
kiwifruit,15394,0.5,flavordb
